head_mae,head_rmse,head_relative_l2,interface_mae,interface_rmse,interface_relative_l2,oracle_ms_per_scenario,surrogate_ms_per_scenario_batch1,speedup_batch1,surrogate_ms_per_scenario_batch64,speedup_batch64,surrogate_ms_per_scenario_batch512,speedup_batch512,surrogate_ms_per_scenario_batch2048,speedup_batch2048
1.7794866561889648,2.55856990814209,0.5294341444969177,8.0179443359375,8.986921310424805,0.17124775052070618,11.314581871032715,2.4777499800547957,4.566474407067695,0.23366271425038576,48.42271009018734,0.24932185839861631,45.38142762012843,0.06481252796947956,174.57399403338795
